product_id,product_name,description,brand,color,size,price,material,target_category
P1794,Toaster,Toaster with high quality features for everyday use,Van Heusen,Red,N/A,2559.7,Plastic,Home Appliances
P1795,Formal Shoes,Formal Shoes with high quality features for everyday use,Sony,Green,Full,1552.44,Silicon,Footwear
P1796,Power Bank,Power Bank with high quality features for everyday use,Wildcraft,Blue,S,2625.86,Rubber,Electronics
P1797,Iron,Iron with high quality features for everyday use,Wildcraft,Grey,Full,763.99,Mesh,Home Appliances
P1798,Formal Shoes,Formal Shoes with high quality features for everyday use,Samsung,Black,6mm,1647.93,Silicon,Footwear
P1799,Sandals,Sandals with high quality features for everyday use,Sony,White,L,1980.88,Silicon,Footwear
P1800,Cotton T-Shirt,Cotton T-Shirt with high quality features for everyday use,Philips,Blue,43inch,1530.01,Mesh,Clothing
P1801,Vacuum Cleaner,Vacuum Cleaner with high quality features for everyday use,Sony,White,L,1404.56,Wood,Home Appliances
P1802,Toaster,Toaster with high quality features for everyday use,Van Heusen,White,S,244.94,Cotton,Home Appliances
P1803,Vacuum Cleaner,Vacuum Cleaner with high quality features for everyday use,Sony,Blue,43inch,2801.77,Leather,Home Appliances
P1804,Formal Shirt,Formal Shirt with high quality features for everyday use,Samsung,Blue,6mm,976.29,Cotton,Clothing
P1805,Mixer Grinder,Mixer Grinder with high quality features for everyday use,Roadster,Grey,9,1897.26,Wood,Home Appliances
P1806,LED TV,LED TV with high quality features for everyday use,Samsung,Grey,9,937.59,Rubber,Electronics
P1807,Power Bank,Power Bank with high quality features for everyday use,Roadster,Green,XL,1817.0,Plastic,Electronics
P1808,Cricket Bat,Cricket Bat with high quality features for everyday use,Roadster,Yellow,XL,2151.43,Mesh,Sports
P1809,Formal Shirt,Formal Shirt with high quality features for everyday use,Nike,Red,9,538.42,Cotton,Clothing
P1810,Running Shoes,Running Shoes with high quality features for everyday use,Van Heusen,Brown,N/A,658.26,Steel,Footwear
P1811,Toaster,Toaster with high quality features for everyday use,SG,Yellow,N/A,2031.03,Rubber,Home Appliances
P1812,Toaster,Toaster with high quality features for everyday use,Samsung,Black,6mm,416.43,Mesh,Home Appliances
P1813,Formal Shoes,Formal Shoes with high quality features for everyday use,Wildcraft,Black,9,2441.38,Plastic,Footwear
P1814,Sandals,Sandals with high quality features for everyday use,Van Heusen,Red,1.5L,704.09,Rubber,Footwear
P1815,Sandals,Sandals with high quality features for everyday use,Wildcraft,Blue,9,2174.49,Cotton,Footwear
P1816,Formal Shoes,Formal Shoes with high quality features for everyday use,Sony,Yellow,43inch,112.44,Cotton,Footwear
P1817,LED TV,LED TV with high quality features for everyday use,boAt,Black,L,2033.82,Cotton,Electronics
P1818,Sweater,Sweater with high quality features for everyday use,Wildcraft,Black,1.5L,1425.26,Wood,Clothing
P1819,Jeans,Jeans with high quality features for everyday use,Philips,Grey,S,2598.49,Rubber,Clothing
P1820,Formal Shoes,Formal Shoes with high quality features for everyday use,Puma,Red,6mm,1841.48,Cotton,Footwear
P1821,Toaster,Toaster with high quality features for everyday use,Roadster,Brown,N/A,722.24,Steel,Home Appliances
P1822,Formal Shirt,Formal Shirt with high quality features for everyday use,SG,Red,6mm,100.0,Mesh,Clothing
P1823,Toaster,Toaster with high quality features for everyday use,Samsung,White,43inch,1146.1,Silicon,Home Appliances
P1824,Sweater,Sweater with high quality features for everyday use,Sony,Yellow,9,3049.79,Rubber,Clothing
P1825,Sandals,Sandals with high quality features for everyday use,Samsung,Green,S,2549.59,Steel,Footwear
P1826,Sandals,Sandals with high quality features for everyday use,Roadster,Green,XL,2244.91,Plastic,Footwear
P1827,Sneakers,Sneakers with high quality features for everyday use,Sony,Grey,M,161.85,Silicon,Footwear
P1828,Sandals,Sandals with high quality features for everyday use,Nike,Yellow,XL,1057.46,Rubber,Footwear
P1829,Jeans,Jeans with high quality features for everyday use,Philips,Black,6mm,472.73,Cotton,Clothing
P1830,Badminton Racket,Badminton Racket with high quality features for everyday use,Roadster,Red,9,1708.46,Rubber,Sports
P1831,Football,Football with high quality features for everyday use,Philips,Black,S,1878.04,Rubber,Sports
P1832,LED TV,LED TV with high quality features for everyday use,Roadster,White,XL,1338.2,Silicon,Electronics
P1833,Sneakers,Sneakers with high quality features for everyday use,Samsung,Yellow,43inch,1699.44,Wood,Footwear
P1834,Running Shoes,Running Shoes with high quality features for everyday use,Puma,Red,43inch,1386.9,Mesh,Footwear
P1835,Vacuum Cleaner,Vacuum Cleaner with high quality features for everyday use,Puma,Grey,M,1012.98,Plastic,Home Appliances
P1836,Sweater,Sweater with high quality features for everyday use,Van Heusen,Grey,9,100.0,Rubber,Clothing
P1837,Belt,Belt with high quality features for everyday use,Puma,Grey,6mm,801.07,Wood,Accessories
P1838,Cotton T-Shirt,Cotton T-Shirt with high quality features for everyday use,Roadster,Red,N/A,100.0,Wood,Clothing
P1839,Mixer Grinder,Mixer Grinder with high quality features for everyday use,Wildcraft,Red,43inch,904.52,Silicon,Home Appliances
P1840,Cotton T-Shirt,Cotton T-Shirt with high quality features for everyday use,Wildcraft,Black,43inch,100.0,Leather,Clothing
P1841,Sweater,Sweater with high quality features for everyday use,Nike,Grey,9,1248.11,Leather,Clothing
P1842,Watch,Watch with high quality features for everyday use,Puma,Yellow,9,1392.15,Plastic,Accessories
P1843,Sneakers,Sneakers with high quality features for everyday use,Samsung,Red,6mm,1755.86,Cotton,Footwear
P1844,Jeans,Jeans with high quality features for everyday use,Roadster,Green,1.5L,2550.16,Wood,Clothing
P1845,Badminton Racket,Badminton Racket with high quality features for everyday use,Wildcraft,Red,9,1436.39,Steel,Sports
P1846,Smart Watch,Smart Watch with high quality features for everyday use,Sony,Yellow,N/A,2095.44,Cotton,Electronics
P1847,Formal Shoes,Formal Shoes with high quality features for everyday use,Roadster,Yellow,XL,2301.96,Steel,Footwear
P1848,Football,Football with high quality features for everyday use,Roadster,Yellow,S,1339.44,Mesh,Sports
P1849,Formal Shoes,Formal Shoes with high quality features for everyday use,Philips,Green,XL,1155.58,Mesh,Footwear
P1850,Smart Watch,Smart Watch with high quality features for everyday use,Philips,White,6mm,1175.15,Mesh,Electronics
P1851,Wireless Headphones,Wireless Headphones with high quality features for everyday use,Wildcraft,Blue,1.5L,995.24,Wood,Electronics
P1852,Sandals,Sandals with high quality features for everyday use,Nike,White,9,1298.86,Plastic,Footwear
P1853,Watch,Watch with high quality features for everyday use,Samsung,Green,L,2683.38,Rubber,Accessories
P1854,Formal Shoes,Formal Shoes with high quality features for everyday use,Nike,Black,L,1397.16,Rubber,Footwear
P1855,Blender,Blender with high quality features for everyday use,Van Heusen,Grey,S,2623.28,Mesh,Electronics
P1856,Blender,Blender with high quality features for everyday use,Philips,Green,N/A,1775.57,Cotton,Electronics
P1857,Toaster,Toaster with high quality features for everyday use,Nike,Brown,L,602.52,Plastic,Home Appliances
P1858,Belt,Belt with high quality features for everyday use,Puma,Black,M,1408.85,Wood,Accessories
P1859,Sweater,Sweater with high quality features for everyday use,Puma,White,L,556.22,Rubber,Clothing
P1860,Formal Shirt,Formal Shirt with high quality features for everyday use,Philips,Brown,43inch,1327.95,Mesh,Clothing
P1861,Watch,Watch with high quality features for everyday use,SG,White,N/A,100.0,Wood,Accessories
P1862,Running Shoes,Running Shoes with high quality features for everyday use,Sony,White,S,3361.17,Wood,Footwear
P1863,Watch,Watch with high quality features for everyday use,Van Heusen,Yellow,43inch,1030.87,Mesh,Accessories
P1864,Vacuum Cleaner,Vacuum Cleaner with high quality features for everyday use,Nike,Grey,9,1765.03,Mesh,Home Appliances
P1865,Football,Football with high quality features for everyday use,Puma,Red,9,1465.1,Cotton,Sports
P1866,Leather Wallet,Leather Wallet with high quality features for everyday use,Philips,Grey,9,1253.18,Rubber,Accessories
P1867,Skipping Rope,Skipping Rope with high quality features for everyday use,boAt,Red,N/A,741.41,Silicon,Sports
P1868,Power Bank,Power Bank with high quality features for everyday use,Sony,Green,XL,2353.02,Mesh,Electronics
P1869,Watch,Watch with high quality features for everyday use,SG,Brown,Full,2176.33,Leather,Accessories
P1870,Blender,Blender with high quality features for everyday use,Van Heusen,Black,1.5L,100.0,Plastic,Electronics
P1871,Sweater,Sweater with high quality features for everyday use,Sony,Brown,43inch,1884.35,Leather,Clothing
P1872,Watch,Watch with high quality features for everyday use,Van Heusen,Red,Full,2632.19,Rubber,Accessories
P1873,Watch,Watch with high quality features for everyday use,boAt,Blue,9,2694.14,Silicon,Accessories
P1874,Football,Football with high quality features for everyday use,Nike,Green,N/A,2098.46,Rubber,Sports
P1875,Leather Wallet,Leather Wallet with high quality features for everyday use,Philips,Green,6mm,2460.29,Wood,Accessories
P1876,Vacuum Cleaner,Vacuum Cleaner with high quality features for everyday use,Roadster,Brown,43inch,849.14,Plastic,Home Appliances
P1877,Running Shoes,Running Shoes with high quality features for everyday use,Wildcraft,Green,L,1756.48,Silicon,Footwear
P1878,Smart Watch,Smart Watch with high quality features for everyday use,boAt,Red,1.5L,620.6,Silicon,Electronics
P1879,Cotton T-Shirt,Cotton T-Shirt with high quality features for everyday use,Puma,White,6mm,2508.71,Plastic,Clothing
P1880,Sweater,Sweater with high quality features for everyday use,Wildcraft,White,9,695.61,Plastic,Clothing
P1881,Sneakers,Sneakers with high quality features for everyday use,boAt,Green,N/A,1748.98,Silicon,Footwear
P1882,Belt,Belt with high quality features for everyday use,Nike,Red,M,1736.65,Cotton,Accessories
P1883,Formal Shoes,Formal Shoes with high quality features for everyday use,Samsung,Brown,XL,872.37,Plastic,Footwear
P1884,Cricket Bat,Cricket Bat with high quality features for everyday use,Philips,Red,6mm,397.66,Mesh,Sports
P1885,Vacuum Cleaner,Vacuum Cleaner with high quality features for everyday use,Puma,Green,M,1708.38,Silicon,Home Appliances
P1886,Formal Shoes,Formal Shoes with high quality features for everyday use,Puma,Blue,XL,2003.29,Steel,Footwear
P1887,Sandals,Sandals with high quality features for everyday use,boAt,Black,1.5L,1965.99,Mesh,Footwear
P1888,Badminton Racket,Badminton Racket with high quality features for everyday use,Sony,Black,Full,489.16,Plastic,Sports
P1889,Badminton Racket,Badminton Racket with high quality features for everyday use,SG,Red,1.5L,2547.31,Silicon,Sports
P1890,Power Bank,Power Bank with high quality features for everyday use,Samsung,Yellow,N/A,2687.34,Rubber,Electronics
P1891,Jeans,Jeans with high quality features for everyday use,Roadster,Blue,43inch,2888.7,Cotton,Clothing
P1892,Running Shoes,Running Shoes with high quality features for everyday use,Nike,Grey,XL,2269.75,Plastic,Footwear
P1893,Mixer Grinder,Mixer Grinder with high quality features for everyday use,Samsung,Blue,XL,1840.79,Plastic,Home Appliances
P1894,Toaster,Toaster with high quality features for everyday use,Roadster,Brown,1.5L,1833.55,Steel,Home Appliances
P1895,Toaster,Toaster with high quality features for everyday use,boAt,Red,9,604.84,Steel,Home Appliances
P1896,Sneakers,Sneakers with high quality features for everyday use,Nike,Green,N/A,2149.37,Silicon,Footwear
P1897,Toaster,Toaster with high quality features for everyday use,Van Heusen,Yellow,6mm,879.56,Silicon,Home Appliances
P1898,Cricket Bat,Cricket Bat with high quality features for everyday use,Van Heusen,Yellow,L,451.65,Leather,Sports
P1899,Power Bank,Power Bank with high quality features for everyday use,SG,Brown,6mm,734.99,Leather,Electronics
P1900,Sweater,Sweater with high quality features for everyday use,Roadster,Yellow,S,1187.14,Silicon,Clothing
P1901,Wireless Headphones,Wireless Headphones with high quality features for everyday use,Roadster,Grey,1.5L,994.76,Leather,Electronics
P1902,Watch,Watch with high quality features for everyday use,Roadster,Yellow,XL,1748.0,Leather,Accessories
P1903,Formal Shoes,Formal Shoes with high quality features for everyday use,Van Heusen,Grey,1.5L,1432.98,Wood,Footwear
P1904,Watch,Watch with high quality features for everyday use,Philips,Yellow,N/A,2043.5,Steel,Accessories
P1905,Skipping Rope,Skipping Rope with high quality features for everyday use,Samsung,Red,XL,378.79,Silicon,Sports
P1906,Jeans,Jeans with high quality features for everyday use,Sony,Yellow,6mm,1601.62,Rubber,Clothing
P1907,Jeans,Jeans with high quality features for everyday use,Wildcraft,Grey,6mm,2703.63,Plastic,Clothing
P1908,Cotton T-Shirt,Cotton T-Shirt with high quality features for everyday use,Wildcraft,Green,M,3515.67,Mesh,Clothing
P1909,Jacket,Jacket with high quality features for everyday use,Nike,Blue,N/A,3097.7,Leather,Clothing
P1910,Running Shoes,Running Shoes with high quality features for everyday use,Roadster,Yellow,S,747.08,Silicon,Footwear
P1911,Formal Shirt,Formal Shirt with high quality features for everyday use,Puma,Black,Full,1259.51,Mesh,Clothing
P1912,Watch,Watch with high quality features for everyday use,Samsung,Yellow,1.5L,1523.75,Silicon,Accessories
P1913,Jacket,Jacket with high quality features for everyday use,Sony,Yellow,43inch,1476.7,Cotton,Clothing
P1914,Yoga Mat,Yoga Mat with high quality features for everyday use,boAt,Yellow,6mm,2152.54,Cotton,Sports
P1915,Smart Watch,Smart Watch with high quality features for everyday use,Nike,Red,43inch,1394.17,Silicon,Electronics
P1916,Power Bank,Power Bank with high quality features for everyday use,Puma,Grey,1.5L,531.04,Cotton,Electronics
P1917,Jacket,Jacket with high quality features for everyday use,Van Heusen,Red,N/A,2199.38,Plastic,Clothing
P1918,Cricket Bat,Cricket Bat with high quality features for everyday use,Puma,Yellow,43inch,2778.2,Rubber,Sports
P1919,Sneakers,Sneakers with high quality features for everyday use,boAt,White,S,336.41,Rubber,Footwear
P1920,Toaster,Toaster with high quality features for everyday use,Roadster,White,M,1774.66,Rubber,Home Appliances
P1921,Belt,Belt with high quality features for everyday use,Puma,Black,XL,1100.38,Silicon,Accessories
P1922,Badminton Racket,Badminton Racket with high quality features for everyday use,SG,Red,L,3080.08,Mesh,Sports
P1923,Formal Shoes,Formal Shoes with high quality features for everyday use,Sony,Green,1.5L,2232.57,Plastic,Footwear
P1924,Iron,Iron with high quality features for everyday use,Puma,Brown,M,116.91,Plastic,Home Appliances
P1925,Vacuum Cleaner,Vacuum Cleaner with high quality features for everyday use,Philips,Grey,1.5L,421.97,Steel,Home Appliances
P1926,Yoga Mat,Yoga Mat with high quality features for everyday use,Wildcraft,Yellow,L,1034.56,Steel,Sports
P1927,Formal Shirt,Formal Shirt with high quality features for everyday use,boAt,Red,N/A,705.99,Silicon,Clothing
P1928,Sandals,Sandals with high quality features for everyday use,Wildcraft,Black,Full,100.0,Cotton,Footwear
P1929,Sweater,Sweater with high quality features for everyday use,Sony,Blue,S,1912.29,Mesh,Clothing
P1930,Watch,Watch with high quality features for everyday use,Nike,Grey,Full,1624.16,Rubber,Accessories
P1931,Vacuum Cleaner,Vacuum Cleaner with high quality features for everyday use,SG,Grey,XL,1100.62,Plastic,Home Appliances
P1932,Sneakers,Sneakers with high quality features for everyday use,Roadster,White,XL,1526.25,Rubber,Footwear
P1933,Yoga Mat,Yoga Mat with high quality features for everyday use,Samsung,Brown,N/A,1648.69,Wood,Sports
P1934,Power Bank,Power Bank with high quality features for everyday use,Van Heusen,Blue,Full,1736.35,Rubber,Electronics
P1935,Cricket Bat,Cricket Bat with high quality features for everyday use,Roadster,Grey,S,1137.56,Rubber,Sports
P1936,Skipping Rope,Skipping Rope with high quality features for everyday use,Puma,White,N/A,3161.27,Silicon,Sports
P1937,Iron,Iron with high quality features for everyday use,Philips,Red,9,2392.87,Wood,Home Appliances
P1938,Sweater,Sweater with high quality features for everyday use,Nike,Yellow,9,704.74,Rubber,Clothing
P1939,Skipping Rope,Skipping Rope with high quality features for everyday use,Wildcraft,Red,9,764.7,Mesh,Sports
P1940,Formal Shoes,Formal Shoes with high quality features for everyday use,boAt,Green,L,539.53,Silicon,Footwear
P1941,Formal Shirt,Formal Shirt with high quality features for everyday use,Sony,Blue,N/A,2522.21,Steel,Clothing
P1942,Wireless Headphones,Wireless Headphones with high quality features for everyday use,Puma,White,9,1025.27,Rubber,Electronics
P1943,Belt,Belt with high quality features for everyday use,boAt,White,M,2086.66,Steel,Accessories
P1944,Vacuum Cleaner,Vacuum Cleaner with high quality features for everyday use,Roadster,Red,XL,728.85,Silicon,Home Appliances
P1945,Mixer Grinder,Mixer Grinder with high quality features for everyday use,Nike,White,43inch,1744.5,Mesh,Home Appliances
P1946,Skipping Rope,Skipping Rope with high quality features for everyday use,Wildcraft,White,6mm,412.72,Silicon,Sports
P1947,Sweater,Sweater with high quality features for everyday use,Sony,Red,L,1746.1,Mesh,Clothing
P1948,Badminton Racket,Badminton Racket with high quality features for everyday use,Roadster,Yellow,N/A,2072.84,Steel,Sports
P1949,Vacuum Cleaner,Vacuum Cleaner with high quality features for everyday use,Philips,Red,S,100.0,Rubber,Home Appliances
P1950,Cricket Bat,Cricket Bat with high quality features for everyday use,Philips,Blue,6mm,100.0,Mesh,Sports
P1951,Power Bank,Power Bank with high quality features for everyday use,Samsung,Blue,Full,1501.44,Rubber,Electronics
P1952,Smart Watch,Smart Watch with high quality features for everyday use,SG,White,S,3206.95,Wood,Electronics
P1953,Running Shoes,Running Shoes with high quality features for everyday use,Roadster,Black,1.5L,2078.95,Mesh,Footwear
P1954,Vacuum Cleaner,Vacuum Cleaner with high quality features for everyday use,Sony,Grey,1.5L,2039.17,Wood,Home Appliances
P1955,Cricket Bat,Cricket Bat with high quality features for everyday use,boAt,Yellow,1.5L,2305.24,Cotton,Sports
P1956,Jacket,Jacket with high quality features for everyday use,Sony,Red,XL,1930.72,Rubber,Clothing
P1957,Sneakers,Sneakers with high quality features for everyday use,Philips,Yellow,9,1180.79,Silicon,Footwear
P1958,Skipping Rope,Skipping Rope with high quality features for everyday use,Nike,Grey,XL,843.62,Silicon,Sports
P1959,Watch,Watch with high quality features for everyday use,Wildcraft,Green,9,1742.84,Rubber,Accessories
P1960,Belt,Belt with high quality features for everyday use,Van Heusen,Grey,Full,2160.55,Cotton,Accessories
P1961,Sweater,Sweater with high quality features for everyday use,Philips,Green,L,1046.41,Steel,Clothing
P1962,Sweater,Sweater with high quality features for everyday use,Sony,Black,M,1596.67,Silicon,Clothing
P1963,Iron,Iron with high quality features for everyday use,SG,Green,M,1591.92,Silicon,Home Appliances
P1964,Watch,Watch with high quality features for everyday use,SG,Black,M,2225.18,Steel,Accessories
P1965,Belt,Belt with high quality features for everyday use,boAt,Green,Full,2773.97,Plastic,Accessories
P1966,Toaster,Toaster with high quality features for everyday use,Philips,Red,M,1427.3,Leather,Home Appliances
P1967,Formal Shirt,Formal Shirt with high quality features for everyday use,Samsung,Green,XL,2145.95,Cotton,Clothing
P1968,Smart Watch,Smart Watch with high quality features for everyday use,boAt,Grey,Full,2779.73,Wood,Electronics
P1969,Wireless Headphones,Wireless Headphones with high quality features for everyday use,Roadster,Green,M,4192.87,Cotton,Electronics
P1970,Toaster,Toaster with high quality features for everyday use,Sony,White,S,1664.13,Leather,Home Appliances
P1971,Formal Shirt,Formal Shirt with high quality features for everyday use,boAt,Yellow,XL,3334.49,Silicon,Clothing
P1972,Iron,Iron with high quality features for everyday use,Roadster,Brown,L,2434.31,Mesh,Home Appliances
P1973,Power Bank,Power Bank with high quality features for everyday use,Van Heusen,Grey,43inch,100.0,Steel,Electronics
P1974,Mixer Grinder,Mixer Grinder with high quality features for everyday use,Nike,Brown,S,1461.97,Cotton,Home Appliances
P1975,Iron,Iron with high quality features for everyday use,Nike,White,43inch,2332.39,Wood,Home Appliances
P1976,Yoga Mat,Yoga Mat with high quality features for everyday use,Roadster,Blue,1.5L,695.08,Steel,Sports
P1977,Formal Shoes,Formal Shoes with high quality features for everyday use,Van Heusen,Green,9,100.0,Rubber,Footwear
P1978,Blender,Blender with high quality features for everyday use,Nike,Brown,43inch,964.34,Cotton,Electronics
P1979,Cotton T-Shirt,Cotton T-Shirt with high quality features for everyday use,Sony,Black,M,3497.78,Steel,Clothing
P1980,Laptop,Laptop with high quality features for everyday use,Van Heusen,Yellow,Full,1718.36,Steel,Electronics
P1981,Mixer Grinder,Mixer Grinder with high quality features for everyday use,Nike,Red,S,1179.36,Steel,Home Appliances
P1982,Watch,Watch with high quality features for everyday use,SG,Red,N/A,1613.87,Leather,Accessories
P1983,Leather Wallet,Leather Wallet with high quality features for everyday use,Roadster,Blue,9,1567.88,Plastic,Accessories
P1984,Backpack,Backpack with high quality features for everyday use,Van Heusen,Black,43inch,2034.83,Mesh,Accessories
P1985,Jeans,Jeans with high quality features for everyday use,Wildcraft,Red,43inch,1272.97,Rubber,Clothing
P1986,Watch,Watch with high quality features for everyday use,Roadster,Grey,XL,1248.89,Wood,Accessories
P1987,Running Shoes,Running Shoes with high quality features for everyday use,Philips,White,Full,1081.62,Plastic,Footwear
P1988,Backpack,Backpack with high quality features for everyday use,Philips,Black,N/A,1533.19,Mesh,Accessories
P1989,Running Shoes,Running Shoes with high quality features for everyday use,Wildcraft,Black,L,1103.18,Leather,Footwear
P1990,Running Shoes,Running Shoes with high quality features for everyday use,Philips,White,XL,1655.13,Wood,Footwear
P1991,Blender,Blender with high quality features for everyday use,Roadster,Grey,43inch,1705.82,Wood,Electronics
P1992,Power Bank,Power Bank with high quality features for everyday use,Philips,Blue,6mm,3068.5,Silicon,Electronics
P1993,Formal Shirt,Formal Shirt with high quality features for everyday use,Philips,Blue,Full,100.0,Mesh,Clothing
P1994,Jacket,Jacket with high quality features for everyday use,boAt,Black,9,2040.14,Cotton,Clothing
P1995,Backpack,Backpack with high quality features for everyday use,Van Heusen,Brown,43inch,100.0,Rubber,Accessories
P1996,Sandals,Sandals with high quality features for everyday use,Wildcraft,Blue,9,2192.63,Wood,Footwear
P1997,Formal Shoes,Formal Shoes with high quality features for everyday use,boAt,Black,S,2638.95,Wood,Footwear
P1998,Laptop,Laptop with high quality features for everyday use,Philips,Green,Full,100.0,Wood,Electronics
P1999,Leather Wallet,Leather Wallet with high quality features for everyday use,Van Heusen,Blue,6mm,4094.67,Mesh,Accessories
